Tempo,velocidade
2105,"3,5"
2106,0
2107,0
2108,0
2109,0
2110,0
2111,0
2112,0
2113,0
2114,0
2115,0
2116,0
2117,0
2118,0
2119,0
2120,0
2121,0
2122,0
2123,0
2124,0
2125,0
2126,0
2127,0
2128,0
2129,0
2130,0
2131,0
2132,0
2133,0
2134,0
2135,0
2136,0
2137,0
2138,0
2139,0
2140,0
2141,0
2142,0
2143,0
2144,0
2145,"5,3"
2146,"10,6"
2147,"15,9"
2148,"21,2"
2149,"26,6"
2150,"31,9"
2151,"35,7"
2152,"39,1"
2153,"41,5"
2154,"42,5"
2155,"41,4"
2156,"40,4"
2157,"39,8"
2158,"40,2"
2159,"40,6"
2160,"40,9"
2161,"41,5"
2162,"43,8"
2163,"42,6"
2164,"38,6"
2165,"36,5"
2166,"31,2"
2167,"28,5"
2168,"27,7"
2169,"29,1"
2170,"29,9"
2171,"32,2"
2172,"35,7"
2173,"39,4"
2174,"43,9"
2175,"49,1"
2176,"53,9"
2177,"58,3"
2178,60
2179,"63,2"
2180,"65,2"
2181,"67,8"
2182,70
2183,"72,6"
2184,74
2185,"75,3"
2186,"76,4"
2187,"76,4"
2188,"76,1"
2189,76
2190,"75,6"
2191,"75,6"
2192,"75,6"
2193,"75,6"
2194,"75,6"
2195,76
2196,"76,3"
2197,"77,1"
2198,"78,1"
2199,79
2200,"79,7"
2201,"80,5"
2202,"81,4"
2203,"82,1"
2204,"82,9"
2205,84
2206,"85,6"
2207,"87,1"
2208,"87,9"
2209,"88,4"
2210,"88,5"
2211,"88,4"
2212,"87,9"
2213,"87,9"
2214,"88,2"
2215,"88,7"
2216,"89,3"
2217,"89,6"
2218,"90,3"
2219,"90,6"
2220,"91,1"
2221,"91,2"
2222,"91,2"
2223,"90,9"
2224,"90,9"
2225,"90,9"
2226,"90,9"
2227,"90,9"
2228,"90,9"
2229,"90,8"
2230,"90,3"
2231,"89,8"
2232,"88,7"
2233,"87,9"
2234,"87,2"
2235,"86,9"
2236,"86,4"
2237,"86,3"
2238,"86,7"
2239,"86,9"
2240,"87,1"
2241,"87,1"
2242,"86,6"
2243,"85,9"
2244,"85,3"
2245,"84,7"
2246,"83,8"
2247,"84,3"
2248,"83,7"
2249,"83,5"
2250,"83,2"
2251,"82,9"
2252,83
2253,"83,4"
2254,"83,8"
2255,"84,5"
2256,"85,3"
2257,"86,1"
2258,"86,9"
2259,"88,4"
2260,"89,2"
2261,"89,5"
2262,"90,1"
2263,"90,1"
2264,"89,8"
2265,"88,8"
2266,"87,7"
2267,"86,3"
2268,"84,5"
2269,"82,9"
2270,"82,9"
2271,"82,9"
2272,83
2273,"83,4"
2274,"83,8"
2275,"84,5"
2276,"85,3"
2277,"86,1"
2278,"86,9"
2279,"88,4"
2280,"89,2"
2281,79
2282,"78,2"
2283,"77,4"
2284,76
2285,"74,2"
2286,"72,4"
2287,"70,5"
2288,"68,6"
2289,"66,8"
2290,"64,9"
2291,62
2292,"59,5"
2293,"56,6"
2294,"54,4"
2295,"52,3"
2296,"50,7"
2297,"49,2"
2298,"49,1"
2299,"48,3"
2300,"46,7"
2301,"44,3"
2302,"39,9"
2303,"34,6"
2304,"32,3"
2305,"30,7"
2306,"29,8"
2307,"27,4"
2308,"24,9"
2309,"20,1"
2310,"17,4"
2311,"12,9"
2312,"7,6"
2313,"2,3"
2314,0
2315,0
2316,0
2317,0
2318,0
2319,0
2320,0
2321,0
2322,0
2323,0
2324,0
2325,0
2326,0
2327,0
2328,"1,6"
2329,"6,9"
2330,"12,2"
2331,"17,5"
2332,"22,9"
2333,"27,8"
2334,"32,3"
2335,"36,2"
2336,"38,1"
2337,"40,6"
2338,"42,8"
2339,"45,2"
2340,"48,3"
2341,"49,6"
2342,"50,9"
2343,"51,7"
2344,"52,3"
2345,"54,1"
2346,"55,5"
2347,"55,7"
2348,"56,2"
2349,56
2350,"55,5"
2351,"55,8"
2352,"57,1"
2353,"57,9"
2354,"57,9"
2355,"57,9"
2356,"57,9"
2357,"57,9"
2358,"57,9"
2359,"58,1"
2360,"58,6"
2361,"58,7"
2362,"58,6"
2363,"57,9"
2364,"56,6"
2365,"54,9"
2366,"53,9"
2367,"50,5"
2368,"46,7"
2369,"41,4"
2370,37
2371,"32,7"
2372,"28,2"
2373,"23,3"
2374,"19,3"
2375,14
2376,"8,7"
2377,"3,4"
2378,0
2379,0
2380,0
2381,0
2382,0
2383,0
2384,"4,2"
2385,"9,5"
2386,"14,5"
2387,"20,1"
2388,"25,4"
2389,"30,7"
2390,36
2391,"40,2"
2392,"41,2"
2393,"44,3"
2394,"46,7"
2395,"48,3"
2396,"48,4"
2397,"48,3"
2398,"47,8"
2399,"47,2"
2400,"46,3"
2401,"45,1"
2402,"40,2"
2403,"34,9"
2404,"29,6"
2405,"24,3"
2406,19
2407,"13,7"
2408,"8,4"
2409,"3,1"
2410,0
2411,0
2412,0
2413,0
2414,0
2415,0
2416,0
2417,0
2418,0
2419,0
2420,0
2421,0
2422,0
2423,0
2424,0
2425,0
2426,0
2427,0
2428,0
2429,"5,3"
2430,"10,6"
2431,"15,9"
2432,"21,2"
2433,"26,6"
2434,31
2435,"37,2"
2436,"42,5"
2437,"44,7"
2438,"46,8"
2439,"50,7"
2440,"53,1"
2441,"54,1"
2442,56
2443,"56,5"
2444,"57,3"
2445,"58,1"
2446,"57,9"
2447,"58,1"
2448,"58,3"
2449,"57,9"
2450,"57,5"
2451,"57,9"
2452,"57,9"
2453,"57,3"
2454,"57,1"
2455,57
2456,"56,6"
2457,"56,6"
2458,"56,6"
2459,"56,6"
2460,"56,6"
2461,"56,6"
2462,"56,3"
2463,"56,5"
2464,"56,6"
2465,"57,1"
2466,"56,6"
2467,"56,3"
2468,"56,3"
2469,"56,3"
2470,56
2471,"55,7"
2472,"55,8"
2473,"53,9"
2474,"51,5"
2475,"48,4"
2476,"45,1"
2477,41
2478,"36,2"
2479,"31,9"
2480,"26,6"
2481,"21,2"
2482,"16,6"
2483,"11,6"
2484,"6,4"
2485,"1,6"
2486,0
